product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g
b5cfb1d3c5e435a7a52227e08f220ee7,cool stuff,55.0,410.0,2.0,1300.0
334479e94cba98064050db1c9636e244,automotive,57.0,311.0,1.0,220.0
3fcd8dfe610c62edfb51de2630cd9ef4,babies,50.0,509.0,4.0,5700.0
92bf5d2084dfbcb57d9db7838bac5cd0,telephony,51.0,427.0,2.0,100.0
fdeb34a9f03fea7c3937dd62d1d0287e,cool stuff,58.0,1252.0,1.0,1100.0
1065dbb6b0bf03daaedab1236979e296,stationery shop,49.0,488.0,3.0,1400.0
0d826eba8e0a2ae3bca9e3a947dd756d,toys,50.0,423.0,4.0,250.0
f8f6fd145cc00519283cf3100477b2b3,sport leisure,47.0,956.0,1.0,1050.0
4e04ffb7dd3739ecfc37de8927dd586c,stationery shop,59.0,144.0,1.0,500.0
36555a2f528d7b2a255c504191445d39,beauty health,51.0,1069.0,1.0,1467.0
22937a73f92a33040ab4e2540355a5d8,fashion bags and accessories,50.0,554.0,3.0,100.0
dc21247da0290904ffbbcd5953c76f95,stationery shop,41.0,92.0,1.0,100.0
9020ce7adcc384b2899ae87ddc54767b,stationery shop,43.0,198.0,2.0,300.0
bfc1d1c62b1f7f401d8d9dda962bb870,sport leisure,50.0,255.0,2.0,950.0
6fef6d87bb6c2eb11d57a967209219a8,garden tools,33.0,200.0,1.0,250.0
94080f9219044d897195e2be145945dc,automotive,60.0,1543.0,6.0,921.0
3e9b58f1436820c248d3f98d7229bb14,gifts watches,56.0,489.0,2.0,250.0
575c38b4c88fc7b35ef22fc8312bfe1b,cool stuff,57.0,992.0,3.0,1200.0
a3a03c131926ec14d4c9f3ef03016b24,pet Shop,54.0,463.0,1.0,700.0
e586ebb6022265ae1eea38f46ffe3ead,beauty health,40.0,1469.0,3.0,1050.0
0d009643171aee696f4733340bc2fdd0,perfumery,52.0,150.0,1.0,422.0
be1be330cf34043d1c40d6114cbd11b5,gifts watches,51.0,484.0,1.0,317.0
75b4372e69a42f8ae1d908c076f547b2,beauty health,22.0,1313.0,1.0,938.0
3569d4374a919941a50f57371b1dc93d,beauty health,37.0,1168.0,1.0,2700.0
a3c95dc653d9a279b160bc0179385ed1,bed table bath,39.0,1146.0,1.0,1750.0
0992c6cba95a13bfa68ea7d5e22d478b,garden tools,42.0,671.0,1.0,3850.0
b1eae565a61935e0011ee7682fef9dc9,perfumery,49.0,460.0,2.0,267.0
32ee3f4e2493045726807808d7abbab6,bed table bath,54.0,381.0,2.0,1400.0
c2367eda4f9623d0355dc5d7796d857a,bed table bath,50.0,607.0,1.0,6450.0
7f34b85142d1ef9e077a0da9ada27385,decoration furniture,59.0,1750.0,3.0,2300.0
c478b1bbf9ec8c5691f37ccb83187386,computer accessories,55.0,163.0,2.0,300.0
f9ecf420c38b90a8af8e7f70fd789264,sport leisure,43.0,101.0,1.0,600.0
3a6a0247ced9dcb444b46caafdcdd368,beauty health,60.0,2497.0,1.0,3600.0
adf591c625cb265c12bc6749d3a2f757,beauty health,60.0,1146.0,6.0,150.0
3e0f398b664b26e3224c79dbf435191f,sport leisure,57.0,900.0,4.0,400.0
64c8f1a52b407d92518a1f8b79240a70,telephony,49.0,319.0,1.0,100.0
af16005fca813272caf59c432153949e,decoration furniture,55.0,1186.0,2.0,800.0
e6a1ff3552ba3305c1cf0a4dde50347f,automotive,58.0,703.0,6.0,5250.0
d8a405c732027a2af3187b031890933d,automotive,50.0,361.0,1.0,200.0
ce94e3c41145e28428cdae952a1fd7f2,gifts watches,58.0,899.0,2.0,335.0
3f0f8de616df6efb39a48f3c64eea974,bed table bath,49.0,701.0,1.0,1300.0
6ddc95e87149457c4c5177b0a474a9ba,decoration furniture,47.0,1405.0,3.0,150.0
a2e2851eae0aebb8ee4df32348b42e2b,computer accessories,59.0,504.0,3.0,367.0
723f62c36c298037716bf60c0ad0df3a,gifts watches,57.0,276.0,4.0,250.0
b2b3503e675abbc07e278151da072ed2,decoration furniture,46.0,287.0,1.0,8500.0
c18c01e09509a509e2b88d3ed40c580e,babies,46.0,1039.0,1.0,2150.0
e7cad5e8ed9b92e788262ad710c33bd0,sport leisure,56.0,663.0,4.0,150.0
c33d78b97260227119fb2b71be168fca,bed table bath,39.0,170.0,1.0,650.0
67bea89008edcb996cfe4e3d062b62a8,housewares,56.0,414.0,1.0,1200.0
c12b64bf0861a27e0f06c36ef82f457d,sport leisure,53.0,425.0,1.0,150.0
b6f3b8136ba8302906df7e11ff908751,pet Shop,36.0,617.0,1.0,1350.0
2be2be0a6a5916840503fdf50808ebcb,housewares,41.0,270.0,1.0,600.0
8efa775719397f78f79c8e5c7b0afbd4,decoration furniture,22.0,275.0,1.0,1000.0
9e87e3ee09baee5f5c0513ff37bc60ab,bed table bath,58.0,381.0,2.0,1550.0
a0abcee0132a5aed003d98e459b37698,bed table bath,58.0,223.0,1.0,2700.0
7f6308ba4057a6a740af7b4dcfb79c13,telephony,63.0,1930.0,9.0,200.0
8da90b37f0fb171b4877c124f965b1f6,perfumery,56.0,733.0,3.0,377.0
712a72a78ffb66cb6eee87eebbf54519,sport leisure,52.0,1049.0,3.0,400.0
55ec10b39713ee81ee2c5bcb558cf866,fashion bags and accessories,53.0,1398.0,1.0,300.0
c190c4fe582c5b7ffff586506de83f01,decoration furniture,34.0,160.0,1.0,250.0
f908df99196805b5bc4ada9ef510b11b,sport leisure,57.0,245.0,2.0,1950.0
ac5bae85a895724330c4acddd581b02b,telephony,50.0,1254.0,2.0,500.0
ad67f74682943e3857eebf3ca2538d1a,bed table bath,53.0,261.0,2.0,1800.0
1e12f1836c1f08b25ef78fcdf76fbf08,garden tools,60.0,884.0,1.0,900.0
acd427ee119d5c71c7a85ae488cb0a6a,fashion bags and accessories,52.0,68.0,7.0,200.0
60cf4effb6947283fa638d570bd07318,babies,30.0,410.0,4.0,4500.0
bb09cce52b336261572a5a7e25a33795,housewares,59.0,943.0,1.0,550.0
f2396540fbfac27b5117f0dbd6744b50,bed table bath,53.0,222.0,1.0,3600.0
0075c14603d80515e20908c156ceb47b,sport leisure,50.0,329.0,2.0,150.0
5a42f73d92034010a4e00360fb0df099,sport leisure,55.0,144.0,1.0,3775.0
bcd58b852a3b0152b6b384c4e4474ba2,cool stuff,59.0,797.0,2.0,1400.0
87fb220044e9aca16fbec51c6c997aa0,gifts watches,60.0,438.0,2.0,250.0
484bf1dff778a416389aafd0dee1cb11,toys,55.0,852.0,1.0,350.0
3cef8174403f4fdedbf24fa67fa9f132,babies,39.0,805.0,3.0,1800.0
8d6cb00151d423c52855385c89f0bae8,automotive,58.0,386.0,1.0,27100.0
e0bbe6292471ff5ab3752414baf78111,gifts watches,43.0,572.0,2.0,500.0
dd768d259ee6054e0dadd66c8e2be0b6,bed table bath,52.0,700.0,2.0,350.0
fc2edee55f4118969f4dc49f7a717605,automotive,47.0,1548.0,3.0,500.0
b521fddf2c8a7e7d1791bfb3c1b2f278,sport leisure,55.0,448.0,1.0,1000.0
db7e6804f1a8206a7e51c9a741a09d9e,toys,51.0,410.0,2.0,300.0
50556c630443502c11acde1c320fe278,beauty health,59.0,257.0,1.0,250.0
88d2c501ec765f5d7e8038fa6aab0e62,beauty health,51.0,863.0,1.0,10700.0
722fb67c17907e21734449c091420bf5,housewares,29.0,290.0,1.0,1700.0
43b6d9e46e1e6b8ac743a1c31e462937,garden tools,31.0,680.0,1.0,7700.0
1ffe365aa7583189e63f2fa4f060b269,sport leisure,57.0,785.0,4.0,5200.0
3014e35fd70fce29095ced5cdc89f4ce,telephony,51.0,244.0,1.0,125.0
a1b3a75aaaee5c9a683f2266c088f720,gifts watches,53.0,599.0,2.0,350.0
7fdbc1ecf5fdf5c98d9b14e110133eb3,sport leisure,57.0,649.0,1.0,213.0
15b3d40f375c0645c1eed4ed1cd8e17a,fashion bags and accessories,30.0,401.0,3.0,150.0
1cf39a397efa955b102a52ee7ec5531c,automotive,35.0,907.0,3.0,18200.0
f9471562478eba8761bc985b968a0092,housewares,38.0,390.0,1.0,850.0
16b06ede456b922e56fbb4b3818aa875,fashion bags and accessories,48.0,382.0,5.0,200.0
c7147724cd430269c6296fc758c0a086,housewares,32.0,42.0,1.0,300.0
dbb399a8be7395d5b136d49fcdce13df,computer accessories,47.0,764.0,1.0,200.0
ed46d1fbd7bf78ce79910c09fb892abb,sport leisure,52.0,406.0,1.0,800.0
d458378a178cd7cae60052319cebf235,stationery shop,50.0,198.0,2.0,200.0
596363933adf57df745ecbc8afeec226,sport leisure,50.0,853.0,1.0,698.0
4473f3e5c65952b074ef987fa5c24662,telephony,59.0,776.0,6.0,350.0
8e71b24c3e25a92fef6176120a67fac7,computer accessories,53.0,585.0,1.0,783.0
828fe032935d7c1901682e5b6cc076c2,perfumery,48.0,1063.0,2.0,600.0
19502a282608c5627fb32e22724727fc,toys,47.0,181.0,1.0,11650.0
657491063e8a63247a108a4d9cedf020,toys,25.0,274.0,1.0,3050.0
a388f2043ca885de714453e4fac616e2,telephony,50.0,744.0,1.0,100.0
4c6018f41a6c2e5543cc034e94f5ce5b,garden tools,44.0,2395.0,1.0,16500.0
a85543a371d5cfafedb80a8177a692b5,housewares,59.0,470.0,2.0,750.0
75b433ca888fe027b18dfac89a284667,electronics,37.0,374.0,1.0,1350.0
9aa70106d14b83c7ad033592870b2b30,housewares,22.0,388.0,3.0,530.0
42fe4aefc7e8a45dd96a59af81dd3fef,automotive,59.0,162.0,1.0,1300.0
224703229a7c966a5b191651e1561be2,sport leisure,52.0,234.0,4.0,8150.0
b29ca3d3127057c43ef4b364bbe360ea,beauty health,55.0,1029.0,1.0,1150.0
5e21d5cab5d33e770d8150a4ee6117db,gifts watches,60.0,312.0,4.0,200.0
55610b8b7d48294e69fc23f513dfbe98,decoration furniture,60.0,1068.0,3.0,400.0
68bfdbfe84f03af17733b10362f10020,decoration furniture,63.0,244.0,4.0,600.0
a5bc1334f1762ce0a844f3f694dc08e1,bed table bath,48.0,645.0,1.0,1200.0
701ff123e9085dcc9c2f833efded6374,cool stuff,50.0,268.0,5.0,10664.0
73b499a2f5002c0a2158a478cc5a096c,housewares,43.0,2148.0,2.0,1800.0
42f14eda412436b96cde4f4025ed5f25,sport leisure,47.0,154.0,3.0,500.0
47969dd948e918289f809be899ddfb4c,stationery shop,48.0,501.0,1.0,258.0
446295cf6f689d4db477145815362608,stationery shop,59.0,209.0,1.0,1400.0
280c05c66173c2b377f3e449e33abc6d,toys,59.0,640.0,1.0,400.0
c45a1de8cdb00af9ba1f3c097561b77a,bed table bath,55.0,315.0,2.0,1000.0
1b37262ebd1307a6c9aab9aca8584e76,pet Shop,52.0,1290.0,3.0,1300.0
04869307f7e7dc5b07f1d83406ade1e5,toys,58.0,443.0,2.0,3305.0
8bb6ace4cf2411747ea1cfecad5a458d,babies,55.0,224.0,2.0,6000.0
21db47f6493b06e8e7fc562ec9890e77,computer accessories,50.0,281.0,4.0,300.0
f4d705aa95ccca448e5b0deb6e5290ba,bed table bath,57.0,74.0,1.0,250.0
bbaef2eadf31fe3ea6702077398be06c,perfumery,45.0,1003.0,2.0,400.0
3fc3d637781e5d185455013606a6e2cd,electronics,32.0,1274.0,1.0,250.0
21d325f98c6505a72b1bcf363f3d3f88,toys,57.0,1532.0,2.0,1250.0
c615805546392ec3b8a20c6590c4d400,pet Shop,54.0,261.0,6.0,2000.0
6e9c52b407fea24064f7ab2b144fbf8c,babies,56.0,1395.0,7.0,13575.0
e07f6e9343cad06f34d0a7a09eeac4d7,beauty health,60.0,537.0,1.0,667.0
80fc21f90a43fdcfc623f11f5457db10,gifts watches,55.0,457.0,2.0,267.0
9cafef108028ea326352e901a8b729a7,bed table bath,60.0,609.0,2.0,1750.0
dd783a33bc94bef9c728611320d559e7,beauty health,52.0,1113.0,1.0,150.0
ec019a7e1feb42072e2a07b6317c7edb,toys,48.0,135.0,1.0,10550.0
20424e1f503b9ceeeee60b717b11ec36,housewares,57.0,1298.0,1.0,1725.0
40a75445dcf4958b8c9b3dac6898094b,sport leisure,29.0,1318.0,1.0,400.0
fff0a542c3c62682f23305214eaeaa24,stationery shop,23.0,146.0,3.0,300.0
d801448d8cf48fd15a66dc8779d47241,gifts watches,47.0,687.0,1.0,267.0
d1fbb5683c8e93f314d0f2bf40d07761,bed table bath,53.0,155.0,2.0,1500.0
4e7f36f28c51e114a343625b628dd429,cool stuff,42.0,727.0,1.0,400.0
58bef3ad35aed45b92cf03510e6cf5ce,sport leisure,54.0,3830.0,1.0,1300.0
532d7f19b8005e415f5b98a1cf4a8690,housewares,58.0,172.0,1.0,400.0
c752f2bc46ad4b389290cf5828a1db62,beauty health,40.0,654.0,1.0,650.0
582dfc3697c5f834a5ddf28460ba9222,fashion bags and accessories,59.0,251.0,1.0,300.0
54910b8287ecea5f93a008ebfa94a15c,bed table bath,41.0,242.0,1.0,4850.0
ecaae002060173ec59f5b168cbd55d70,automotive,51.0,1741.0,1.0,825.0
9e48435521202c8795e21ac42efcc761,computer accessories,31.0,432.0,1.0,600.0
f46c384460008df0071849d01b39834f,sport leisure,53.0,527.0,2.0,700.0
4fe53f6c123977ffa0dda91a2962c9e8,decoration furniture,51.0,1442.0,1.0,300.0
7aeb83cae61b0e94e6426cba2598ad9e,housewares,55.0,471.0,2.0,1270.0
b6be875acca0b4862cae6479c5d9e6fa,garden tools,49.0,192.0,1.0,200.0
93c285dad77a797cf2193ead6afbe107,housewares,53.0,524.0,1.0,1800.0
1ba7948f3aa31cdaf78a4885f3c5385a,toys,29.0,566.0,2.0,1220.0
6a61a5d77a8571a0646e8c0f75f572f4,beauty health,53.0,1368.0,6.0,360.0
0e40b1ed4cfd3da1962ec91913e54ba8,electronics,52.0,424.0,1.0,175.0
2de8789bf8abcd2f6c7866f9429b1986,pet Shop,50.0,852.0,1.0,1900.0
d394d30215872be4cda2c67c1ce5b981,sport leisure,37.0,621.0,5.0,250.0
9181a16945ef449aa81212d5139945ec,babies,58.0,1261.0,3.0,6950.0
b166907a5770631b7deedd0891b1b7ab,housewares,57.0,1094.0,1.0,1100.0
302a19dacdbb5ed2f74f9dee8126ef79,babies,64.0,882.0,5.0,300.0
98190f6a2c3253d07ca86525bb238162,electronics,25.0,813.0,1.0,1836.0
a18a23a783fb7576a8f0f6fbc2ae2b58,beauty health,59.0,822.0,1.0,175.0
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,toys,53.0,579.0,1.0,675.0
71c808620fa8dafbe6cd6c638cc67567,sport leisure,58.0,568.0,4.0,200.0
a1bf559ac1eab015ba992bd76d9d76c7,computer accessories,32.0,1074.0,2.0,200.0
eca3036ef7ba11b3331c334b7053fe13,telephony,51.0,443.0,1.0,117.0
23ab7bb9eac81e85ec43ed71064cf7ce,bed table bath,55.0,613.0,1.0,550.0
78119fbfa709d07b86f5ccf15043c6d6,cool stuff,43.0,447.0,2.0,586.0
1ec5373950b7877c5de483a123223810,sport leisure,42.0,2819.0,1.0,3700.0
34607082301052079a3bffcd12c5ecfb,housewares,57.0,623.0,4.0,3150.0
4ceab0364ce2bef8363b89f4719bbff7,bed table bath,57.0,296.0,1.0,2100.0
3c883b9d3fd2d0ce448d4136349dc0a4,bed table bath,49.0,153.0,1.0,550.0
98d0e0ca6213edc063889593a2475e36,automotive,55.0,978.0,1.0,13825.0
f2c1df0fc307ec60e3321c708c1dcac3,bed table bath,42.0,431.0,1.0,850.0
622d3b263cd40b06e1eeea144fb83f19,babies,19.0,200.0,1.0,250.0
15cd31f93b25e5a517f05b1af31d353f,toys,55.0,1475.0,1.0,400.0
cd7701670288642f7be9437dec9034c1,perfumery,48.0,606.0,2.0,400.0
37dffde0476450e75dae423136954b0f,automotive,60.0,1023.0,5.0,250.0
d68bd4dedccc5545b1ff6629de8fb021,computer accessories,53.0,813.0,4.0,1950.0
e4c0d69bafff0157f574aae9a147a8c1,decoration furniture,49.0,607.0,1.0,300.0
b6b4ab44d1f3c2a645abbda76af2a993,gifts watches,54.0,364.0,1.0,1050.0
d19d6968c8fa843da04bf9c9d23c312f,automotive,53.0,1373.0,4.0,400.0
c6336fa91fbd87c359e44f5dca5a90ed,sport leisure,39.0,772.0,1.0,150.0
d10abea506594de1dd5ea21851f94062,beauty health,60.0,876.0,1.0,700.0
aba0932cedf32b2a7b6b832f11769613,beauty health,29.0,556.0,1.0,2000.0
2e511b5741ab14e7f5294df6f1310b03,computer accessories,52.0,2515.0,1.0,188.0
74f250adf8f41738ca96718232a41499,decoration furniture,56.0,646.0,1.0,300.0
f16ced867a24a244afefb5b867f337df,fashion bags and accessories,38.0,487.0,2.0,13600.0
1ce0e963805e3c170485768e8b09fe65,decoration furniture,50.0,1342.0,3.0,800.0
a530b23a71594d0d986a30359e207762,decoration furniture,49.0,600.0,2.0,1400.0
d294bd539d8c70342149beb38b767afc,gifts watches,50.0,295.0,1.0,650.0
3da6f3c6c1ac8c36ff45b1a493a44e82,decoration furniture,58.0,1969.0,2.0,3000.0
26d114f0b4f14f5e3b3db0e211019777,decoration furniture,51.0,582.0,2.0,17400.0
599e5320aef0c7dd9e3fed9b2f673d41,computer accessories,52.0,1224.0,2.0,700.0
acfc0fd945c522a0d2266d45bcdd91c6,pet Shop,56.0,1545.0,2.0,625.0
2029248294c186017ecfc48cecd47bbd,garden tools,44.0,586.0,3.0,3250.0
4da06dee0a480b5d666886ea00b4d9b3,bed table bath,54.0,228.0,1.0,250.0
39d5f0edfbb6ee4d1c524dd620c0bc7a,garden tools,41.0,198.0,1.0,425.0
3d1e658dd7dc71b44b125bdd18236fb3,decoration furniture,56.0,2028.0,3.0,350.0
bb31a27a0b24236c8ce7e0c6264c51ec,telephony,49.0,276.0,12.0,100.0
99a5e7a2c16478ff3f0ea9c20eb2820f,automotive,55.0,1658.0,3.0,550.0
8a2d3285de64b2117fbf83784acd09fc,automotive,59.0,1250.0,1.0,250.0
fdac82e439dafa5f87a9547581532380,automotive,60.0,1541.0,1.0,1000.0
b3f29e4bbae3c829f7c4231074c307ee,housewares,55.0,998.0,3.0,14850.0
115bc0865dc675638645e1ab5311e30c,babies,46.0,726.0,3.0,850.0
062597771ee91356ea34084f28c03a4b,fashion bags and accessories,54.0,1399.0,1.0,300.0
8d51190d4e52d32e6abf3d0551501114,telephony,61.0,212.0,1.0,200.0
10d43b23591dde746f32fe6a7beb5bfb,beauty health,46.0,803.0,1.0,150.0
b0cd550945da1de6eb9cb69595d540df,sport leisure,55.0,1392.0,1.0,900.0
e83ded7d97b96d338c4e72bb1ff7676c,garden tools,52.0,497.0,1.0,1900.0
ce130b350f529a1d6288f927da7404ea,bed table bath,50.0,171.0,1.0,1450.0
454157d7294823cc44ad21d4fe31474a,sport leisure,54.0,1241.0,5.0,200.0
f0737b524fe6b57f2ad4f174ce23a62c,sport leisure,43.0,1440.0,1.0,12600.0
bc4a074ab7a7ff14e98fa64671a79dc0,beauty health,21.0,1000.0,1.0,1450.0
6c3fc3c928cf7d57418923ffea326d9a,cool stuff,49.0,733.0,3.0,800.0
dc582e9ac5036846acfeeb3093b17aa7,perfumery,50.0,749.0,1.0,1300.0
e84fb20fe338824c220166d3cd562cbd,beauty health,45.0,802.0,1.0,150.0
3c2f792f1041177a81913a977431a99e,electronics,40.0,549.0,1.0,200.0
bcad5b050c241af2fdc24c51556b297c,garden tools,60.0,1177.0,3.0,11450.0
0d8c64a12c0e49b2515674c031b965a1,decoration furniture,54.0,220.0,2.0,2200.0
eca26be90d3b3454dd69a13a05bdb46e,fashion bags and accessories,59.0,119.0,3.0,200.0
debefa981200019b8c4a45d0176125a6,bed table bath,64.0,702.0,1.0,2200.0
4ed86bcb86407328452ac1c5b3b89d67,babies,59.0,255.0,2.0,500.0
e117ca2a90cfd40b93450b0b60f834e4,bed table bath,51.0,487.0,1.0,1800.0
63f7cd79973145c9e6bb11c5fd03e82e,fashion bags and accessories,51.0,372.0,2.0,150.0
f97d74310019b255120e4316f4515d74,fashion bags and accessories,34.0,426.0,4.0,200.0
3d649f0e12c7b5f9ec7e00f538cc13f3,beauty health,45.0,1886.0,1.0,300.0
9a5a361f3cd6c280f6bf4ffb6207c51e,stationery shop,41.0,552.0,2.0,200.0
c354569eefd558bf201d0aedf35608ed,bed table bath,55.0,166.0,1.0,700.0
7f383ce1a13d3d90e3d6074557ee8deb,telephony,52.0,819.0,4.0,200.0
5027a29c73fb3aa5e93eae6867c9a2e7,stationery shop,53.0,500.0,2.0,550.0
457c5f8a59156ce6315753d8d788a16a,gifts watches,60.0,460.0,4.0,200.0
3eb0cd17f2bfe15716e113962806a5de,bed table bath,41.0,208.0,2.0,1000.0
76df076d70248fa44de6ed8c31a1a9b5,stationery shop,52.0,219.0,1.0,1000.0
a77e6c93242ae050800cb3e5b98c2fcd,babies,59.0,348.0,2.0,8300.0
a1e9b0d76a76ff474f4a4374fcfb8c42,sport leisure,28.0,663.0,1.0,1800.0
1dfb36d969d347f56f43590ec42c7b8c,sport leisure,50.0,1212.0,5.0,900.0
ae728f68e1fe806253238e93f2bfc324,sport leisure,57.0,1156.0,1.0,415.0
a1d17216996bf0cbba886f91bfd31c77,telephony,51.0,1015.0,1.0,103.0
22776ebd2bfdf5f55499fd324862a673,automotive,42.0,878.0,2.0,500.0
6b5af19067eeadc0f331687a79ca656b,stationery shop,62.0,621.0,1.0,600.0
c72a1a8c3bbe15206d1880cedc7bd791,computer accessories,59.0,1238.0,5.0,4750.0
f14aa2ba817ef24ccf7f99c0ccfab59a,gifts watches,37.0,610.0,1.0,263.0
f2d80346f1dd6986e9e6611db7b708aa,babies,52.0,446.0,1.0,50.0
1f64ec386a6be322e71596931f5d2377,perfumery,46.0,499.0,1.0,200.0
b97114b2893e68400ae867459b491bcd,bed table bath,44.0,331.0,1.0,360.0
ef6aa884e3493fd38cc8ee47d8d79d10,cool stuff,47.0,1392.0,1.0,150.0
769cc5a32d4e6c7710013f35a73d45e9,sport leisure,61.0,211.0,4.0,1100.0
e24f73b7631ee3fbb2ab700a9acaa258,fashion bags and accessories,60.0,1118.0,6.0,2250.0
0417855683de23ba1e20e8a358a5ac7c,automotive,59.0,633.0,5.0,1475.0
11dc4053871ff53ff79fb1fc7e6b160f,sport leisure,29.0,347.0,1.0,1600.0
8729e9bc4b7f0422448d80ed35ae329d,beauty health,51.0,1918.0,1.0,1650.0
eced39e6c33db4b865ea46d12dde67d8,toys,59.0,3492.0,3.0,650.0
bad5bc36e62c12c840045474c6dbe021,housewares,22.0,663.0,1.0,900.0
afce90df29b9a0c1bfe5e1033f1197b1,telephony,42.0,356.0,4.0,75.0
06efa56b8557e1efcb2c107f55d1a8dd,garden tools,60.0,481.0,4.0,600.0
fa9cf28beaafe4f4bec59550f6c76481,decoration furniture,47.0,470.0,3.0,400.0
0bb7cb61f1957f79dac582ab66ccdc1f,housewares,45.0,561.0,2.0,553.0
334995514673fb6bae67885458b52984,housewares,37.0,261.0,2.0,250.0
288d91794eb2b14fed9ed5e469cb87c3,bed table bath,52.0,701.0,1.0,1100.0
f72379337062680ca5a2b7b0275913d8,decoration furniture,56.0,945.0,2.0,2050.0
24f9f99148480cd31288ed4e7d962e15,decoration furniture,58.0,1953.0,1.0,850.0
4c505e52bedf9651c08793647c925e65,bed table bath,58.0,744.0,1.0,350.0
77c0d362526797bf132aaf564b1e436d,garden tools,45.0,616.0,3.0,1400.0
c23381297fa734ea441a15d723199fb5,computer accessories,60.0,789.0,4.0,200.0
8b6a57fbcf171e0a44f97af7af858939,computer accessories,18.0,389.0,2.0,617.0
78bd107dbc2f94f453c1bac8d2b4ede1,housewares,21.0,718.0,1.0,2600.0
c8a0fe4fb537a7864e6aca0477a6da9c,bed table bath,44.0,305.0,1.0,2000.0
6bb81626d06fafb4d7eab61ac9ed70c6,beauty health,42.0,167.0,2.0,266.0
9339df4b551cc289617ed742b9af7925,telephony,54.0,409.0,1.0,200.0
